"title","authors","matched_title","matched_author","submitted","updated","score","num_reviews","id","arx_id","arx_id_match","match_type"
"Estimation of cross-lingual news similarities using text-mining methods","[""Zhouhao Wang"", ""Enda Liu"", ""Hiroki Sakaji"", ""Tomoki Ito"", ""Kiyoshi Izumi"", ""Kota Tsubouchi"", ""Tatsuo Yamashita""]",NA,NA,NA,NA,3.33333333333333,3,"r1HNP0eCW",NA,NA,"automatic"
"Learning Awareness Models","[""Brandon Amos"", ""Laurent Dinh"", ""Serkan Cabi"", ""Thomas Roth\u00f6rl"", ""Sergio G\u00f3mez Colmenarejo"", ""Alistair Muldal"", ""Tom Erez"", ""Yuval Tassa"", ""Nando de Freitas"", ""Misha Denil""]","Learning Awareness Models","Brandon Amos|Laurent Dinh|Serkan Cabi|Thomas Rothörl|Sergio Gómez Colmenarejo|Alistair Muldal|Tom Erez|Yuval Tassa|Nando de Freitas|Misha Denil","2018-04-17 15:28:01","2018-04-17 15:28:01",5,3,"r1HhRfWRZ",NA,"1804.06318v1","automatic"
"Generation and Consolidation of Recollections for Efficient Deep Lifelong Learning","[""Matt Riemer"", ""Michele Franceschini"", ""and Tim Klinger""]",NA,NA,NA,NA,5,3,"r1ISxGZRb",NA,NA,"automatic"
"ANALYSIS ON GRADIENT PROPAGATION IN BATCH NORMALIZED RESIDUAL NETWORKS","[""Abhishek Panigrahi"", ""Yueru Chen"", ""C.-C. Jay Kuo""]","Analysis on Gradient Propagation in Batch Normalized Residual Networks","Abhishek Panigrahi|Yueru Chen|C. -C. Jay Kuo","2018-12-02 06:41:28","2018-12-02 06:41:28",3,3,"r1Kr3TyAb",NA,"1812.00342v1","automatic"
"Generative networks as inverse problems with Scattering transforms","[""Tom\u00e1s Angles"", ""St\u00e9phane Mallat""]","Generative networks as inverse problems with Scattering transforms","Tomás Angles|Stéphane Mallat","2018-05-17 07:12:18","2018-05-17 07:12:18",7,3,"r1NYjfbR-",NA,"1805.06621v1","automatic"
"The (Un)reliability of saliency methods","[""Pieter-Jan Kindermans"", ""Sara Hooker"", ""Julius Adebayo"", ""Kristof T. Sch\u00fctt"", ""Maximilian Alber"", ""Sven D\u00e4hne"", ""Dumitru Erhan"", ""Been Kim""]","The (Un)reliability of saliency methods","Pieter-Jan Kindermans|Sara Hooker|Julius Adebayo|Maximilian Alber|Kristof T. Schütt|Sven Dähne|Dumitru Erhan|Been Kim","2017-11-02 18:01:30","2017-11-02 18:01:30",4.33333333333333,3,"r1Oen--RW",NA,"1711.00867v1","automatic"
"Adversarial Examples for Natural Language Classification Problems","[""Volodymyr Kuleshov"", ""Shantanu Thakoor"", ""Tingfung Lau"", ""Stefano Ermon""]",NA,NA,NA,NA,4.66666666666667,3,"r1QZ3zbAZ",NA,NA,"automatic"
"Transformation Autoregressive Networks","[""Junier Oliva"", ""Avinava Dubey"", ""Barnab\u00e1s P\u00f3czos"", ""Eric P. Xing"", ""Jeff Schneider""]","Transformation Autoregressive Networks","Junier B. Oliva|Avinava Dubey|Manzil Zaheer|Barnabás Póczos|Ruslan Salakhutdinov|Eric P. Xing|Jeff Schneider","2018-01-30 01:39:38","2018-10-23 14:30:22",6,3,"r1RF3ExCb",NA,"1801.09819v5","automatic"
"MACH: Embarrassingly parallel $K$-class classification in $O(d\log{K})$ memory and $O(K\log{K} + d\log{K})$ time, instead of $O(Kd)$","[""Qixuan Huang"", ""Anshumali Shrivastava"", ""Yiqiu Wang""]",NA,NA,NA,NA,6,3,"r1RQdCg0W",NA,NA,"automatic"
"Deep Sensing: Active Sensing using Multi-directional Recurrent Neural Networks","[""Jinsung Yoon"", ""William R. Zame"", ""Mihaela van der Schaar""]",NA,NA,NA,NA,7,3,"r1SnX5xCb",NA,NA,"automatic"
"Discrete Sequential Prediction of Continuous Actions for Deep RL","[""Luke Metz"", ""Julian Ibarz"", ""Navdeep Jaitly"", ""James Davidson""]","Discrete Sequential Prediction of Continuous Actions for Deep RL","Luke Metz|Julian Ibarz|Navdeep Jaitly|James Davidson","2017-05-14 22:53:13","2019-06-08 00:56:16",5.33333333333333,3,"r1SuFjkRW",NA,"1705.05035v3","automatic"
"Learning to search with MCTSnets","[""Arthur Guez"", ""Theophane Weber"", ""Ioannis Antonoglou"", ""Karen Simonyan"", ""Oriol Vinyals"", ""Daan Wierstra"", ""Remi Munos"", ""David Silver""]","Learning to Search with MCTSnets","Arthur Guez|Théophane Weber|Ioannis Antonoglou|Karen Simonyan|Oriol Vinyals|Daan Wierstra|Rémi Munos|David Silver","2018-02-13 16:10:10","2018-07-17 14:16:12",5.33333333333333,3,"r1TA9ZbA-",NA,"1802.04697v2","automatic"
"Synthesizing realistic neural population activity patterns using Generative Adversarial Networks","[""Manuel Molano-Mazon"", ""Arno Onken"", ""Eugenio Piasini*"", ""Stefano Panzeri*""]","Synthesizing realistic neural population activity patterns using Generative Adversarial Networks","Manuel Molano-Mazon|Arno Onken|Eugenio Piasini|Stefano Panzeri","2018-03-01 12:30:22","2018-04-17 08:26:53",6,3,"r1VVsebAZ",NA,"1803.00338v2","automatic"
"Ensemble Robustness and Generalization of Stochastic Deep Learning Algorithms","[""Tom Zahavy"", ""Bingyi Kang"", ""Alex Sivak"", ""Jiashi Feng"", ""Huan Xu"", ""Shie Mannor""]","Ensemble Robustness and Generalization of Stochastic Deep Learning Algorithms","Tom Zahavy|Bingyi Kang|Alex Sivak|Jiashi Feng|Huan Xu|Shie Mannor","2016-02-07 16:50:14","2017-11-05 12:18:24",5.33333333333333,3,"r1YUtYx0-",NA,"1602.02389v4","automatic"
"Deep Gaussian Embedding of Graphs: Unsupervised Inductive Learning via Ranking","[""Aleksandar Bojchevski"", ""Stephan G\u00fcnnemann""]","Deep Gaussian Embedding of Graphs: Unsupervised Inductive Learning via Ranking","Aleksandar Bojchevski|Stephan Günnemann","2017-07-12 17:54:04","2018-02-27 10:20:09",6.66666666666667,3,"r1ZdKJ-0W",NA,"1707.03815v4","automatic"
"EXPLORING NEURAL ARCHITECTURE SEARCH FOR LANGUAGE TASKS","[""Minh-Thang Luong"", ""David Dohan"", ""Adams Wei Yu"", ""Quoc V. Le"", ""Barret Zoph"", ""Vijay Vasudevan""]",NA,NA,NA,NA,3.33333333333333,3,"r1Zi2Mb0-",NA,NA,"automatic"
"Don't encrypt the data; just approximate the model \ Towards Secure Transaction and Fair Pricing of Training Data","[""Xinlei Xu""]",NA,NA,NA,NA,3,3,"r1ayG7WRZ",NA,NA,"automatic"
"Recurrent Auto-Encoder Model for Multidimensional Time Series Representation","[""Timothy Wong"", ""Zhiyuan Luo""]",NA,NA,NA,NA,2.66666666666667,3,"r1cLblgCZ",NA,NA,"automatic"
"Natural Language Inference over Interaction Space","[""Yichen Gong"", ""Heng Luo"", ""Jian Zhang""]","Natural Language Inference over Interaction Space","Yichen Gong|Heng Luo|Jian Zhang","2017-09-13 14:22:14","2018-05-26 20:55:39",5.66666666666667,3,"r1dHXnH6-",NA,"1709.04348v2","automatic"
"State Space LSTM Models with Particle MCMC Inference","[""Xun Zheng"", ""Manzil Zaheer"", ""Amr Ahmed"", ""Yuan Wang"", ""Eric P. Xing"", ""Alex Smola""]","State Space LSTM Models with Particle MCMC Inference","Xun Zheng|Manzil Zaheer|Amr Ahmed|Yuan Wang|Eric P Xing|Alexander J Smola","2017-11-30 01:42:26","2017-11-30 01:42:26",5,3,"r1drp-WCZ",NA,"1711.11179v1","automatic"
"Mixed Precision Training","[""Paulius Micikevicius"", ""Sharan Narang"", ""Jonah Alben"", ""Gregory Diamos"", ""Erich Elsen"", ""David Garcia"", ""Boris Ginsburg"", ""Michael Houston"", ""Oleksii Kuchaiev"", ""Ganesh Venkatesh"", ""Hao Wu""]","Mixed Precision Training","Paulius Micikevicius|Sharan Narang|Jonah Alben|Gregory Diamos|Erich Elsen|David Garcia|Boris Ginsburg|Michael Houston|Oleksii Kuchaiev|Ganesh Venkatesh|Hao Wu","2017-10-10 17:42:04","2018-02-15 20:04:02",6.66666666666667,3,"r1gs9JgRZ",NA,"1710.03740v3","automatic"
"Discrete-Valued Neural Networks Using Variational Inference","[""Wolfgang Roth"", ""Franz Pernkopf""]",NA,NA,NA,NA,5.33333333333333,3,"r1h2DllAW",NA,NA,"automatic"
"Semantic Code Repair using Neuro-Symbolic Transformation Networks","[""Jacob Devlin"", ""Jonathan  Uesato"", ""Rishabh Singh"", ""Pushmeet Kohli""]","Semantic Code Repair using Neuro-Symbolic Transformation Networks","Jacob Devlin|Jonathan Uesato|Rishabh Singh|Pushmeet Kohli","2017-10-30 16:32:45","2017-10-30 16:32:45",5.33333333333333,3,"r1hsJCe0Z",NA,"1710.11054v1","automatic"
"On the importance of single directions for generalization","[""Ari S. Morcos"", ""David G.T. Barrett"", ""Neil C. Rabinowitz"", ""Matthew Botvinick""]","On the importance of single directions for generalization","Ari S. Morcos|David G. T. Barrett|Neil C. Rabinowitz|Matthew Botvinick","2018-03-19 14:42:19","2018-05-22 09:55:52",7,3,"r1iuQjxCZ",NA,"1803.06959v4","automatic"
"Learning to Encode Text as Human-Readable Summaries using Generative Adversarial Networks","[""Yau-Shian Wang"", ""Hung-Yi Lee""]","Learning to Encode Text as Human-Readable Summaries using Generative Adversarial Networks","Yau-Shian Wang|Hung-Yi Lee","2018-10-05 18:58:35","2018-10-05 18:58:35",5,3,"r1kNDlbCb",NA,"1810.02851v1","automatic"
"Toward learning better metrics for sequence generation training with policy gradient","[""Joji Toyama"", ""Yusuke Iwasawa"", ""Kotaro Nakayama"", ""Yutaka Matsuo""]",NA,NA,NA,NA,6,3,"r1kP7vlRb",NA,NA,"automatic"
"Understanding Deep Learning Generalization by Maximum Entropy","[""Guanhua Zheng"", ""Jitao Sang"", ""Changsheng Xu""]","Understanding Deep Learning Generalization by Maximum Entropy","Guanhua Zheng|Jitao Sang|Changsheng Xu","2017-11-21 13:03:12","2017-11-21 13:03:12",3.66666666666667,3,"r1kj4ACp-",NA,"1711.07758v1","automatic"
"Learning Less-Overlapping Representations","[""Hongbao Zhang"", ""Pengtao Xie"", ""Eric Xing""]","Learning Less-Overlapping Representations","Pengtao Xie|Hongbao Zhang|Eric P. Xing","2017-11-25 21:52:14","2017-11-25 21:52:14",4,3,"r1kjEuHpZ",NA,"1711.09300v1","automatic"
"Kernel Implicit Variational Inference","[""Jiaxin Shi"", ""Shengyang Sun"", ""Jun Zhu""]","Kernel Implicit Variational Inference","Jiaxin Shi|Shengyang Sun|Jun Zhu","2017-05-29 11:11:35","2018-02-23 15:45:59",6.33333333333333,3,"r1l4eQW0Z",NA,"1705.10119v3","automatic"
"Demystifying MMD GANs","[""Miko\u0142aj Bi\u0144kowski"", ""Danica J. Sutherland"", ""Michael Arbel"", ""Arthur Gretton""]","Demystifying MMD GANs","Mikołaj Bińkowski|Danica J. Sutherland|Michael Arbel|Arthur Gretton","2018-01-04 15:25:26","2021-01-14 05:36:59",5.66666666666667,3,"r1lUOzWCW",NA,"1801.01401v5","automatic"
"Learning to Write by Learning the Objective","[""Ari Holtzman"", ""Jan Buys"", ""Maxwell Forbes"", ""Antoine Bosselut"", ""Yejin Choi""]",NA,NA,NA,NA,5,3,"r1lfpfZAb",NA,NA,"automatic"
"SIC-GAN: A Self-Improving Collaborative GAN for Decoding Sketch RNNs","[""Chi-Chun Chuang"", ""Zheng-Xin Weng"", ""Shan-Hung Wu""]",NA,NA,NA,NA,5.33333333333333,3,"r1nmx5l0W",NA,NA,"automatic"
"Video Action Segmentation with Hybrid Temporal Networks","[""Li Ding"", ""Chenliang Xu""]",NA,NA,NA,NA,3.33333333333333,3,"r1nzLmWAb",NA,NA,"automatic"
"Analyzing and Exploiting NARX Recurrent Neural Networks for Long-Term Dependencies","[""Robert DiPietro"", ""Christian Rupprecht"", ""Nassir Navab"", ""Gregory D. Hager""]","Analyzing and Exploiting NARX Recurrent Neural Networks for Long-Term Dependencies","Robert DiPietro|Christian Rupprecht|Nassir Navab|Gregory D. Hager","2017-02-24 23:48:11","2018-04-20 18:32:09",5.33333333333333,3,"r1pW0WZAW",NA,"1702.07805v4","automatic"
"The Implicit Bias of Gradient Descent on Separable Data","[""Daniel Soudry"", ""Elad Hoffer"", ""Mor Shpigel Nacson"", ""Nathan Srebro""]","The Implicit Bias of Gradient Descent on Separable Data","Daniel Soudry|Elad Hoffer|Mor Shpigel Nacson|Suriya Gunasekar|Nathan Srebro","2017-10-27 21:47:58","2024-04-16 08:30:01",6.66666666666667,3,"r1q7n9gAb",NA,"1710.10345v6","automatic"
"Small Coresets to Represent Large Training Data for Support Vector Machines","[""Cenk Baykal"", ""Murad Tukan"", ""Dan Feldman"", ""Daniela Rus""]",NA,NA,NA,NA,5.66666666666667,3,"r1saNM-RW",NA,NA,"automatic"
"The Set Autoencoder: Unsupervised Representation Learning for Sets","[""Malte Probst""]",NA,NA,NA,NA,4.66666666666667,3,"r1tJKuyRZ",NA,NA,"automatic"
"Learning Sparse Structured Ensembles with SG-MCMC and Network Pruning","[""Yichi Zhang"", ""Zhijian Ou""]","Learning Sparse Structured Ensembles with SG-MCMC and Network Pruning","Yichi Zhang|Zhijian Ou","2018-03-01 03:03:53","2018-05-23 08:28:20",5.33333333333333,3,"r1uOhfb0W",NA,"1803.00184v3","automatic"
"Neighbor-encoder","[""Chin-Chia Michael Yeh"", ""Yan Zhu"", ""Evangelos E. Papalexakis"", ""Abdullah Mueen"", ""Eamonn Keogh""]",NA,NA,NA,NA,5,3,"r1vccClCb",NA,NA,"automatic"
"HexaConv","[""Emiel Hoogeboom"", ""Jorn W.T. Peters"", ""Taco S. Cohen"", ""Max Welling""]","HexaConv","Emiel Hoogeboom|Jorn W. T. Peters|Taco S. Cohen|Max Welling","2018-03-06 11:05:39","2018-03-06 11:05:39",7,3,"r1vuQG-CW",NA,"1803.02108v1","automatic"
"Few-shot Autoregressive Density Estimation: Towards Learning to Learn Distributions","[""Scott Reed"", ""Yutian Chen"", ""Thomas Paine"", ""A\u00e4ron van den Oord"", ""S. M. Ali Eslami"", ""Danilo Rezende"", ""Oriol Vinyals"", ""Nando de Freitas""]","Few-shot Autoregressive Density Estimation: Towards Learning to Learn Distributions","Scott Reed|Yutian Chen|Thomas Paine|Aäron van den Oord|S. M. Ali Eslami|Danilo Rezende|Oriol Vinyals|Nando de Freitas","2017-10-27 18:58:51","2018-02-28 18:00:49",6.33333333333333,3,"r1wEFyWCW",NA,"1710.10304v4","automatic"
"Learnability of Learned Neural Networks","[""Rahul Anand Sharma"", ""Navin Goyal"", ""Monojit Choudhury"", ""Praneeth Netrapalli""]",NA,NA,NA,NA,5.66666666666667,3,"rJ1RPJWAW",NA,NA,"automatic"
"SGD Learns Over-parameterized Networks that Provably Generalize on Linearly Separable Data","[""Alon Brutzkus"", ""Amir Globerson"", ""Eran Malach"", ""Shai Shalev-Shwartz""]","SGD Learns Over-parameterized Networks that Provably Generalize on Linearly Separable Data","Alon Brutzkus|Amir Globerson|Eran Malach|Shai Shalev-Shwartz","2017-10-27 14:42:09","2017-10-27 14:42:09",7.33333333333333,3,"rJ33wwxRb",NA,"1710.10174v1","automatic"
"Deterministic Policy Imitation Gradient Algorithm","[""Fumihiro Sasaki"", ""Atsuo Kawaguchi""]",NA,NA,NA,NA,5.33333333333333,3,"rJ3fy0k0Z",NA,NA,"automatic"
"Large Batch Training of Convolutional Networks with Layer-wise Adaptive Rate Scaling","[""Boris Ginsburg"", ""Igor Gitman"", ""Yang You""]",NA,NA,NA,NA,4.66666666666667,3,"rJ4uaX2aW",NA,NA,"automatic"
"Hyperedge2vec: Distributed Representations for Hyperedges","[""Ankit Sharma"", ""Shafiq Joty"", ""Himanshu Kharkwal"", ""Jaideep Srivastava""]",NA,NA,NA,NA,5,3,"rJ5C67-C-",NA,NA,"automatic"
"Discovering Order in Unordered Datasets: Generative Markov Networks","[""Yao-Hung Hubert Tsai"", ""Han Zhao"", ""Nebojsa Jojic"", ""Ruslan Salakhutdinov""]",NA,NA,NA,NA,4,3,"rJ695PxRW",NA,NA,"automatic"
"POLICY DRIVEN GENERATIVE ADVERSARIAL NETWORKS FOR ACCENTED SPEECH GENERATION","[""Prannay Khosla"", ""Preethi Jyothi"", ""Vinay P. Namboodiri"", ""Mukundhan Srinivasan""]",NA,NA,NA,NA,4,3,"rJ6iJmWCW",NA,NA,"automatic"
"Generative Models for Alignment and Data Efficiency in Language","[""Dustin Tran"", ""Yura Burda"", ""Ilya Sutskever""]",NA,NA,NA,NA,3.66666666666667,3,"rJ7RBNe0-",NA,NA,"automatic"
"Enhance Word Representation for Out-of-Vocabulary on Ubuntu Dialogue Corpus","[""JIANXIONG DONG"", ""Jim Huang""]","Enhance word representation for out-of-vocabulary on Ubuntu dialogue corpus","Jianxiong Dong|Jim Huang","2018-02-07 19:41:02","2018-05-07 04:20:45",4.66666666666667,3,"rJ7yZ2P6-",NA,"1802.02614v2","automatic"
"A Simple Fully Connected Network for Composing Word Embeddings from Characters","[""Michael Traynor"", ""Thomas Trappenberg""]",NA,NA,NA,NA,4,3,"rJ8rHkWRb",NA,NA,"automatic"
"Training RNNs as Fast as CNNs","[""Tao Lei"", ""Yu Zhang"", ""Yoav Artzi""]",NA,NA,NA,NA,6.33333333333333,3,"rJBiunlAW",NA,NA,"automatic"
"Neural Tree Transducers for Tree to Tree Learning","[""Jo\u00e3o Sedoc"", ""Dean Foster"", ""Lyle Ungar""]",NA,NA,NA,NA,4,3,"rJBwoM-Cb",NA,NA,"automatic"
"Model Distillation with Knowledge Transfer from Face Classification to Alignment and Verification","[""Chong Wang"", ""Xipeng Lan"", ""Yangang Zhang""]","Model Distillation with Knowledge Transfer from Face Classification to Alignment and Verification","Chong Wang|Xipeng Lan|Yangang Zhang","2017-09-09 08:30:18","2017-10-23 07:51:29",3.66666666666667,3,"rJFOptp6Z",NA,"1709.02929v2","automatic"
"Deep Mean Field Theory: Layerwise Variance and Width Variation as Methods to Control Gradient Explosion","[""Greg Yang"", ""Sam S. Schoenholz""]",NA,NA,NA,NA,5.66666666666667,3,"rJGY8GbR-",NA,NA,"automatic"
"Emergent Communication in a Multi-Modal, Multi-Step Referential Game","[""Katrina Evtimova"", ""Andrew Drozdov"", ""Douwe Kiela"", ""Kyunghyun Cho""]","Emergent Communication in a Multi-Modal, Multi-Step Referential Game","Katrina Evtimova|Andrew Drozdov|Douwe Kiela|Kyunghyun Cho","2017-05-29 19:25:49","2018-04-16 19:22:22",7,3,"rJGZq6g0-",NA,"1705.10369v4","automatic"
"NOVEL AND EFFECTIVE PARALLEL MIX-GENERATOR GENERATIVE ADVERSARIAL NETWORKS","[""Xia Xiao"", ""Sanguthevar Rajasekaran""]",NA,NA,NA,NA,4.66666666666667,3,"rJHcpW-CW",NA,NA,"automatic"
"Maintaining cooperation in complex social dilemmas using deep reinforcement learning","[""Alexander Peysakhovich"", ""Adam Lerer""]","Maintaining cooperation in complex social dilemmas using deep reinforcement learning","Adam Lerer|Alexander Peysakhovich","2017-07-04 17:02:05","2018-03-02 14:39:55",3.66666666666667,3,"rJIN_4lA-",NA,"1707.01068v4","automatic"
"An inference-based policy gradient method for learning options","[""Matthew J. A. Smith"", ""Herke van Hoof"", ""Joelle Pineau""]",NA,NA,NA,NA,3.33333333333333,3,"rJIgf7bAZ",NA,NA,"automatic"
"Large-scale Cloze Test Dataset Designed by Teachers","[""Qizhe Xie"", ""Guokun Lai"", ""Zihang Dai"", ""Eduard Hovy""]",NA,NA,NA,NA,5,3,"rJJzTyWCZ",NA,NA,"automatic"
"Transfer Learning on Manifolds via Learned Transport Operators","[""Marissa Connor"", ""Christopher Rozell""]",NA,NA,NA,NA,4.33333333333333,3,"rJL6pz-CZ",NA,NA,"automatic"
"Bayesian Time Series Forecasting with Change Point and Anomaly Detection","[""Anderson Y. Zhang"", ""Miao Lu"", ""Deguang Kong"", ""Jimmy Yang""]",NA,NA,NA,NA,5,3,"rJLTTe-0W",NA,NA,"automatic"
"Flipout: Efficient Pseudo-Independent Weight Perturbations on Mini-Batches","[""Yeming Wen"", ""Paul Vicol"", ""Jimmy Ba"", ""Dustin Tran"", ""Roger Grosse""]","Flipout: Efficient Pseudo-Independent Weight Perturbations on Mini-Batches","Yeming Wen|Paul Vicol|Jimmy Ba|Dustin Tran|Roger Grosse","2018-03-12 17:25:21","2018-04-02 17:56:10",6.66666666666667,3,"rJNpifWAb",NA,"1803.04386v2","automatic"
"Unbiased Online Recurrent Optimization","[""Corentin Tallec"", ""Yann Ollivier""]","Unbiased Online Recurrent Optimization","Corentin Tallec|Yann Ollivier","2017-02-16 16:38:08","2017-05-23 11:42:03",7,3,"rJQDjk-0b",NA,"1702.05043v3","automatic"
"Spectral Graph Wavelets for Structural Role Similarity in Networks","[""Claire Donnat"", ""Marinka Zitnik"", ""David Hallac"", ""Jure Leskovec""]",NA,NA,NA,NA,4.33333333333333,3,"rJR2ylbRb",NA,NA,"automatic"
"Learning Priors for Adversarial Autoencoders","[""Hui-Po Wang"", ""Wei-Jan Ko"", ""Wen-Hsiao Peng""]","Learning Priors for Adversarial Autoencoders","Hui-Po Wang|Wen-Hsiao Peng|Wei-Jan Ko","2019-09-10 12:42:32","2019-09-10 12:42:32",5.66666666666667,3,"rJSr0GZR-",NA,"1909.04443v1","automatic"
"Learning Generative Models with Locally Disentangled Latent Factors","[""Brady Neal"", ""Alex Lamb"", ""Sherjil Ozair"", ""Devon Hjelm"", ""Aaron Courville"", ""Yoshua Bengio"", ""Ioannis Mitliagkas""]",NA,NA,NA,NA,4.33333333333333,3,"rJTGkKxAZ",NA,NA,"automatic"
"On the insufficiency of existing momentum schemes for Stochastic Optimization","[""Rahul Kidambi"", ""Praneeth Netrapalli"", ""Prateek Jain"", ""Sham M. Kakade""]","On the insufficiency of existing momentum schemes for Stochastic Optimization","Rahul Kidambi|Praneeth Netrapalli|Prateek Jain|Sham M. Kakade","2018-03-15 05:09:51","2018-07-31 18:18:05",7.33333333333333,3,"rJTutzbA-",NA,"1803.05591v2","automatic"
"Lifelong Learning by Adjusting Priors","[""Ron Amit"", ""Ron Meir""]",NA,NA,NA,NA,6,3,"rJUBryZ0W",NA,NA,"automatic"
"PixelDefend: Leveraging Generative Models to Understand and Defend against Adversarial Examples","[""Yang Song"", ""Taesup Kim"", ""Sebastian Nowozin"", ""Stefano Ermon"", ""Nate Kushman""]","PixelDefend: Leveraging Generative Models to Understand and Defend against Adversarial Examples","Yang Song|Taesup Kim|Sebastian Nowozin|Stefano Ermon|Nate Kushman","2017-10-30 04:21:23","2018-05-21 05:26:01",7,3,"rJUYGxbCW",NA,"1710.10766v3","automatic"
"Dense Recurrent Neural Network with Attention Gate","[""Yong-Ho Yoo"", ""Kook Han"", ""Sanghyun Cho"", ""Kyoung-Chul Koh"", ""Jong-Hwan Kim""]",NA,NA,NA,NA,3.33333333333333,3,"rJVruWZRW",NA,NA,"automatic"
"Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation","[""Pietro Morerio"", ""Jacopo Cavazza"", ""Vittorio Murino""]","Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation","Pietro Morerio|Jacopo Cavazza|Vittorio Murino","2017-11-28 13:39:10","2017-11-28 13:39:10",7,3,"rJWechg0Z",NA,"1711.10288v1","automatic"
"Autoregressive Generative Adversarial Networks","[""Yasin Yazici"", ""Kim-Hui Yap"", ""Stefan Winkler""]",NA,NA,NA,NA,4.33333333333333,3,"rJWrK9lAb",NA,NA,"automatic"
"Graph Attention Networks","[""Petar Veli\u010dkovi\u0107"", ""Guillem Cucurull"", ""Arantxa Casanova"", ""Adriana Romero"", ""Pietro Li\u00f2"", ""Yoshua Bengio""]","Graph Attention Networks","Petar Veličković|Guillem Cucurull|Arantxa Casanova|Adriana Romero|Pietro Liò|Yoshua Bengio","2017-10-30 12:41:12","2018-02-04 19:13:29",6,3,"rJXMpikCZ",NA,"1710.10903v3","automatic"
"Simulating Action Dynamics with Neural Process Networks","[""Antoine Bosselut"", ""Omer Levy"", ""Ari Holtzman"", ""Corin Ennis"", ""Dieter Fox"", ""Yejin Choi""]","Simulating Action Dynamics with Neural Process Networks","Antoine Bosselut|Omer Levy|Ari Holtzman|Corin Ennis|Dieter Fox|Yejin Choi","2017-11-14 21:07:38","2018-05-15 18:22:50",7.66666666666667,3,"rJYFzMZC-",NA,"1711.05313v2","automatic"
"Learning to Generate Filters for Convolutional Neural Networks","[""Wei Shen"", ""Rujie Liu""]","Learning to generate filters for convolutional neural networks","Wei Shen|Rujie Liu","2018-12-05 10:16:38","2018-12-05 10:16:38",4.33333333333333,3,"rJa90ceAb",NA,"1812.01894v1","automatic"
"Autoregressive Convolutional Neural Networks for Asynchronous Time Series","[""Mikolaj Binkowski"", ""Gautier Marti"", ""Philippe Donnat""]","Autoregressive Convolutional Neural Networks for Asynchronous Time Series","Mikołaj Bińkowski|Gautier Marti|Philippe Donnat","2017-03-12 14:03:19","2018-06-12 12:46:19",4.66666666666667,3,"rJaE2alRW",NA,"1703.04122v4","automatic"
"On the Generalization Effects of DenseNet Model Structures ","[""Yin Liu"", ""Vincent Chen""]",NA,NA,NA,NA,2.66666666666667,3,"rJbs5gbRW",NA,NA,"automatic"
"A Painless Attention Mechanism for Convolutional Neural Networks","[""Pau Rodr\u00edguez"", ""Guillem Cucurull"", ""Jordi Gonz\u00e0lez"", ""Josep M. Gonfaus"", ""Xavier Roca""]",NA,NA,NA,NA,5.33333333333333,3,"rJe7FW-Cb",NA,NA,"automatic"
"Attention-based Graph Neural Network for Semi-supervised Learning","[""Kiran K. Thekumparampil"", ""Sewoong Oh"", ""Chong Wang"", ""Li-Jia Li""]","Attention-based Graph Neural Network for Semi-supervised Learning","Kiran K. Thekumparampil|Chong Wang|Sewoong Oh|Li-Jia Li","2018-03-10 02:01:35","2018-03-10 02:01:35",6.33333333333333,3,"rJg4YGWRb",NA,"1803.03735v1","automatic"
"Interpretable Classification via Supervised Variational Autoencoders and Differentiable Decision Trees","[""Eleanor Quint"", ""Garrett Wirka"", ""Jacob Williams"", ""Stephen Scott"", ""N.V. Vinodchandran""]",NA,NA,NA,NA,4,3,"rJhR_pxCZ",NA,NA,"automatic"
"Towards Binary-Valued Gates for Robust LSTM Training ","[""Zhuohan Li"", ""Di He"", ""Fei Tian"", ""Wei Chen"", ""Tao Qin"", ""Liwei Wang"", ""Tie-Yan Liu""]","Towards Binary-Valued Gates for Robust LSTM Training","Zhuohan Li|Di He|Fei Tian|Wei Chen|Tao Qin|Liwei Wang|Tie-Yan Liu","2018-06-08 06:57:16","2018-06-08 06:57:16",5.33333333333333,3,"rJiaRbk0-",NA,"1806.02988v1","automatic"
"Adversarial Policy Gradient for Alternating Markov Games","[""Chao Gao"", ""Martin Mueller"", ""Ryan Hayward""]",NA,NA,NA,NA,5,3,"rJk51gJRb",NA,NA,"automatic"
"Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering","[""Shuohang Wang"", ""Mo Yu"", ""Jing Jiang"", ""Wei Zhang"", ""Xiaoxiao Guo"", ""Shiyu Chang"", ""Zhiguo Wang"", ""Tim Klinger"", ""Gerald Tesauro"", ""Murray Campbell""]","Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering","Shuohang Wang|Mo Yu|Jing Jiang|Wei Zhang|Xiaoxiao Guo|Shiyu Chang|Zhiguo Wang|Tim Klinger|Gerald Tesauro|Murray Campbell","2017-11-14 14:39:51","2018-04-26 15:50:25",6.66666666666667,3,"rJl3yM-Ab",NA,"1711.05116v2","automatic"
"Parametrized Hierarchical Procedures for Neural Programming","[""Roy Fox"", ""Richard Shin"", ""Sanjay Krishnan"", ""Ken Goldberg"", ""Dawn Song"", ""Ion Stoica""]",NA,NA,NA,NA,6,3,"rJl63fZRb",NA,NA,"automatic"
